id	plumos_recipe	plumos_class	version_policy	onion_display_version	onion_binary_date	embedded_build_date	lock_date	lock_date_source	onion_builder_repo	onion_builder_ref	onion_builder_subdir	onion_builder_makefile	onion_builder_args	resolved_source_commit	resolved_source_date	resolved_source_subject	plumos_ref	resolution_status	notes
mednafen_supergrafx	yes	A	prefer_onion_version	v1.23.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/beetle-supergrafx-libretro.git	master	-	Makefile	-	3cfafe8c684a2f4f4532bcf18e25d2f8760ca45d	2022-07-16T18:33:06+02:00	Remove unused code	3cfafe8c684a2f4f4532bcf18e25d2f8760ca45d	resolved	ref=master resolved_from=refs/remotes/origin/master
mednafen_vb	yes	B	prefer_onion_version	v0.9.36.1	2022-12-12T01:20:04+01:00	-	2022-12-12T00:20:04Z	onion_binary_commit_date	https://github.com/libretro/beetle-vb-libretro.git	master	-	Makefile	-	162918f06d9a705330b2ba128e0d3b65fd1a1bcc	2022-08-28T13:30:17+02:00	Update to 1.31.0 - * VB: Don't flip framebuffers at the first start of drawing to the framebuffer after power-on, and (always) flip framebuffers when XPRST is triggered, per tip from blitter	162918f06d9a705330b2ba128e0d3b65fd1a1bcc	resolved	ref=master resolved_from=refs/remotes/origin/master
mednafen_wswan	yes	A	prefer_onion_version	v0.9.35.1	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/beetle-wswan-libretro.git	master	-	Makefile	-	16d96f64a32cbe1fa89c40b142298dbd007f2f4d	2022-06-18T20:19:27+02:00	Remove unused code	16d96f64a32cbe1fa89c40b142298dbd007f2f4d	resolved	ref=master resolved_from=refs/remotes/origin/master
meteor	yes	O	prefer_onion_version	v1.4	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/meteor-libretro.git	master	libretro	Makefile	-	e533d300d0561564451bde55a2b73119c768453c	2020-12-28T06:23:47+01:00	Update .gitlab-ci.yml	e533d300d0561564451bde55a2b73119c768453c	resolved	ref=master resolved_from=refs/remotes/origin/master
mgba	yes	A	prefer_onion_version	-	2022-12-12T01:20:04+01:00	-	2022-12-12T00:20:04Z	onion_binary_commit_date	https://github.com/libretro/mgba.git	master	-	Makefile.libretro	-	4f70b313fcf82b043bee232dd5af231a7755e1d8	2022-12-08T01:20:51-08:00	GB Memory: Actually, HDMAs should start when LCD is off (fixes #2662)	4f70b313fcf82b043bee232dd5af231a7755e1d8	resolved	ref=master resolved_from=refs/remotes/origin/master
mrboom	yes	O	prefer_onion_version	3.1	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/mrboom-libretro.git	master	-	Makefile	-	1bc0933b71051411404cdc092b14ade17efb2027	2022-07-25T13:20:27+02:00	Update .gitlab-ci.yml	1bc0933b71051411404cdc092b14ade17efb2027	resolved	ref=master resolved_from=refs/remotes/origin/master
mu	yes	O	prefer_onion_version	v1.1.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/Mu.git	master	libretroBuildSystem	Makefile	-	1361da04014d77b8bec13e050a71bf7bf8ce5543	2022-03-17T17:53:24-04:00	Merge pull request #19 from phcoder/patch-1	1361da04014d77b8bec13e050a71bf7bf8ce5543	resolved	ref=master resolved_from=refs/remotes/origin/master
nekop2	yes	O	prefer_onion_version	0.86	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/libretro-meowPC98.git	master	libretro	Makefile.libretro	-	cd389b3490d5048873c40edd949a1b0631e0606d	2021-03-17T14:31:42+01:00	Update .gitlab-ci.yml	cd389b3490d5048873c40edd949a1b0631e0606d	resolved	ref=master resolved_from=refs/remotes/origin/master
neocd	yes	A	prefer_onion_version	2019	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/neocd_libretro.git	master	-	Makefile	-	b7d96e794f2dfa500cba46c78cbc3c28349cfd05	2022-05-15T18:37:59+02:00	Merge pull request #72 from energy-t/reduce-latency-cleanish	b7d96e794f2dfa500cba46c78cbc3c28349cfd05	resolved	ref=master resolved_from=refs/remotes/origin/master
nestopia	yes	A	prefer_onion_version	v1.47-WIP	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/nestopia.git	master	libretro	Makefile	-	a9ee6ca84f04990e209880fe47144e62b14253db	2022-08-23T00:04:38+02:00	Merge pull request #60 from Ryunam/core-options-update	a9ee6ca84f04990e209880fe47144e62b14253db	resolved	ref=master resolved_from=refs/remotes/origin/master
np2kai	yes	B	prefer_onion_version	0.86	2023-02-02T01:16:23+01:00	-	2023-02-02T00:16:23Z	onion_binary_commit_date	https://github.com/libretro/NP2kai.git	master	sdl	Makefile.libretro	-	23919257aa59ca33eaa97ccf76f4d89f16a0c7c5	2023-01-21T22:55:47-10:00	Added the fstat command back	23919257aa59ca33eaa97ccf76f4d89f16a0c7c5	resolved	ref=master resolved_from=refs/remotes/origin/master
numero	yes	O	prefer_onion_version	v1.0	2023-04-03T04:11:33+02:00	-	2023-04-03T02:11:33Z	onion_binary_commit_date	https://github.com/nbarkhina/numero.git	master	-	Makefile	-	19354c9bfe06a3e4fd936961ee8414b040a3d1c6	2023-03-28T08:39:55-04:00	Update README.md	19354c9bfe06a3e4fd936961ee8414b040a3d1c6	resolved	ref=master resolved_from=refs/remotes/origin/master
nxengine	yes	O	prefer_onion_version	1.0.0.6	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/nxengine-libretro.git	master	-	Makefile	-	aa32afb8df8461920037bdbbddbff00bf465c6de	2022-07-25T09:50:06+02:00	Update .gitlab-ci.yml	aa32afb8df8461920037bdbbddbff00bf465c6de	resolved	ref=master resolved_from=refs/remotes/origin/master
o2em	yes	A	prefer_onion_version	1.18	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/libretro-o2em.git	master	-	Makefile	-	3303cc15e4323280084471f694f6d34c78199725	2022-07-26T14:22:24+02:00	Update .gitlab-ci.yml	3303cc15e4323280084471f694f6d34c78199725	resolved	ref=master resolved_from=refs/remotes/origin/master
opera	yes	O	prefer_onion_version	1.0.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/opera-libretro.git	master	-	Makefile	-	8a49bb8877611037438aeb857cb182f41ee0e3a1	2022-07-25T13:38:52+02:00	Update .gitlab-ci.yml	8a49bb8877611037438aeb857cb182f41ee0e3a1	resolved	ref=master resolved_from=refs/remotes/origin/master
pcsx_rearmed	yes	A	prefer_onion_version	r21	2023-01-04T00:30:52+01:00	2023-01-03T00:00:00Z	2023-01-03T00:00:00Z	embedded_binary_date	https://github.com/libretro/pcsx_rearmed.git	master	-	Makefile.libretro	DYNAREC=ari64 HAVE_NEON=1 BUILTIN_GPU=neon	d26eaee5c8fb47c1832b8bf32c1358d625da8a02	2026-06-13T04:11:39+03:00	gte: try to unbreak apple build, part2	d26eaee5c8fb47c1832b8bf32c1358d625da8a02	resolved	source_override; reason=onion_window_makefile_libretro_unmaintained
picodrive	yes	A	prefer_onion_version	1.91	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/picodrive.git	master	-	Makefile.libretro	-	13ceea4ceb5f1b3a7d56baf67ec55247c1dfd154	2022-07-26T05:42:10+02:00	Update .gitlab-ci.yml	13ceea4ceb5f1b3a7d56baf67ec55247c1dfd154	resolved	ref=master resolved_from=refs/remotes/origin/master
pokemini	yes	A	prefer_onion_version	v0.60	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/PokeMini.git	master	-	Makefile	-	9ba2c2d98bef98794095f3ef50e22f1a3cbc6166	2022-07-26T14:15:23+02:00	Update .gitlab-ci.yml	9ba2c2d98bef98794095f3ef50e22f1a3cbc6166	resolved	ref=master resolved_from=refs/remotes/origin/master
potator	yes	A	prefer_onion_version	1.0.5	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/potator.git	-	-	-	-	06ec3b724b6fccda6805e3baa76c00c3bc024f23	2022-07-26T14:15:54+02:00	Update .gitlab-ci.yml	06ec3b724b6fccda6805e3baa76c00c3bc024f23	resolved	ref=06ec3b724b6fccda6805e3baa76c00c3bc024f23 resolved_from=06ec3b724b6fccda6805e3baa76c00c3bc024f23
prboom	yes	A	prefer_onion_version	v2.5.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/libretro-prboom.git	master	-	Makefile	-	4e671fa0a4b7b892e17ac4e1803c9d627653a4c1	2022-07-24T11:17:22+02:00	Update .gitlab-ci.yml	4e671fa0a4b7b892e17ac4e1803c9d627653a4c1	resolved	ref=master resolved_from=refs/remotes/origin/master
prosystem	yes	A	prefer_onion_version	1.3e	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/prosystem-libretro.git	master	-	Makefile	-	cf544d3c8e40ff197ea5bb177a1269db31077803	2022-08-26T17:46:58+02:00	Merge pull request #73 from tachimarten/string-replacement-fix	cf544d3c8e40ff197ea5bb177a1269db31077803	resolved	ref=master resolved_from=refs/remotes/origin/master
puae	yes	O	prefer_onion_version	v4.9.1	2023-01-10T01:57:44+01:00	2022-12-19T00:00:00Z	2022-12-19T00:00:00Z	embedded_binary_date	https://github.com/libretro/libretro-uae.git	master	-	Makefile	-	0b883572b3d67cdfa2ac4a05d0d22202b641d6d2	2022-12-18T18:33:10+02:00	Makefile uname correction	0b883572b3d67cdfa2ac4a05d0d22202b641d6d2	resolved	ref=master resolved_from=refs/remotes/origin/master
px68k	yes	B	prefer_onion_version	0.15+	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/px68k-libretro.git	master	-	Makefile.libretro	-	e4f06ce6ee26e2ec8403b568d8c89921010c1464	2022-09-01T18:04:14+02:00	Get rid of some more custom typedefs	e4f06ce6ee26e2ec8403b568d8c89921010c1464	resolved	ref=master resolved_from=refs/remotes/origin/master
quasi88	yes	B	prefer_onion_version	0.6.4	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/quasi88-libretro.git	master	-	Makefile	-	2548625ba2bc3b5a9ecae7db24fdd5d42570e578	2022-03-15T11:25:34+01:00	Merge pull request #61 from phcoder/rb	2548625ba2bc3b5a9ecae7db24fdd5d42570e578	resolved	ref=master resolved_from=refs/remotes/origin/master
reminiscence	yes	O	prefer_onion_version	0.3.6	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/REminiscence.git	master	-	Makefile	-	c2624c7565bbae441835db80f24902fc40f83dd1	2022-04-05T22:22:41+02:00	Buildfix	c2624c7565bbae441835db80f24902fc40f83dd1	resolved	ref=master resolved_from=refs/remotes/origin/master
retro8	yes	A	prefer_onion_version	Git	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/retro8.git	-	-	-	-	bc388ec7d217a08265d116aaa74afc0ca3f204f5	2022-07-29T22:41:12+02:00	Merge pull request #13 from phcoder/div0	bc388ec7d217a08265d116aaa74afc0ca3f204f5	resolved	ref=bc388ec7d217a08265d116aaa74afc0ca3f204f5 resolved_from=bc388ec7d217a08265d116aaa74afc0ca3f204f5
scummvm	yes	A	prefer_onion_version	2.7.0	2022-11-09T23:21:33+01:00	2022-10-19T09:33:40Z	2022-10-19T09:33:40Z	embedded_binary_date	https://github.com/libretro/scummvm.git	master	backends/platform/libretro/build	Makefile	-	660e13b0764fe2be39b6d723345ecabfbb318cc5	2026-05-04T23:29:22+00:00	I18N: Update translations templates	660e13b0764fe2be39b6d723345ecabfbb318cc5	resolved	source_override; reason=onion_window_libretro_backend_missing
snes9x	yes	A	prefer_onion_version	1.61	2023-02-03T02:39:14+01:00	-	2023-02-03T01:39:14Z	onion_binary_commit_date	https://github.com/libretro/snes9x.git	master	libretro	Makefile	-	f6197644e871d05aa20bc443f2e94b647b1e53a9	2023-01-27T16:04:00-06:00	Merge pull request #812 from Gutawer/gtk_input_fix	f6197644e871d05aa20bc443f2e94b647b1e53a9	resolved	ref=master resolved_from=refs/remotes/origin/master
snes9x2002	yes	O	prefer_onion_version	7.2.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/snes9x2002.git	master	-	Makefile	-	540baad622d9833bba7e0696193cb06f5f02f564	2022-08-06T13:06:25+02:00	Merge pull request #57 from zoltanvb/master	540baad622d9833bba7e0696193cb06f5f02f564	resolved	ref=master resolved_from=refs/remotes/origin/master
snes9x2005	yes	A	prefer_onion_version	v1.36	2023-02-03T02:39:14+01:00	-	2023-02-03T01:39:14Z	onion_binary_commit_date	https://github.com/libretro/snes9x2005.git	master	-	Makefile	-	fd45b0e055bce6cff3acde77414558784e93e7d0	2022-07-25T10:02:24+02:00	Update .gitlab-ci.yml	fd45b0e055bce6cff3acde77414558784e93e7d0	resolved	ref=master resolved_from=refs/remotes/origin/master
snes9x2005_plus	yes	O	prefer_onion_version	v1.36	2023-02-03T02:39:14+01:00	-	2023-02-03T01:39:14Z	onion_binary_commit_date	https://github.com/libretro/snes9x2005.git	master	-	Makefile	USE_BLARGG_APU=1	fd45b0e055bce6cff3acde77414558784e93e7d0	2022-07-25T10:02:24+02:00	Update .gitlab-ci.yml	fd45b0e055bce6cff3acde77414558784e93e7d0	resolved	ref=master resolved_from=refs/remotes/origin/master
snes9x2010	yes	O	prefer_onion_version	v1.52.4	2023-02-03T02:39:14+01:00	-	2023-02-03T01:39:14Z	onion_binary_commit_date	https://github.com/libretro/snes9x2010.git	master	-	Makefile.libretro	-	e86e54624a7910a64a9a744e3734d4067c48d240	2022-07-25T09:58:53+02:00	Update .gitlab-ci.yml	e86e54624a7910a64a9a744e3734d4067c48d240	resolved	ref=master resolved_from=refs/remotes/origin/master
squirreljme	yes	O	prefer_onion_version	0.4.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/XerTheSquirrel/SquirrelJME.git	trunk	ratufacoat	makefilelibretro	-	0d8554644bdae671fef6a843ea136c3d567221e3	2022-09-02T00:21:22+00:00	Merge wip-mdjavadoc into trunk, it is incomplete but considering JavaDoc was outdated for years this is a step forward.	0d8554644bdae671fef6a843ea136c3d567221e3	resolved	ref=trunk resolved_from=refs/remotes/origin/trunk
stella2014	yes	A	prefer_onion_version	3.9.3	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/stella2014-libretro.git	master	-	Makefile	-	1351a4fe2ca6b1f3a66c7db0df2ec268ab002d41	2022-04-09T08:35:35+02:00	Cleanups	1351a4fe2ca6b1f3a66c7db0df2ec268ab002d41	resolved	ref=master resolved_from=refs/remotes/origin/master
tgbdual	yes	O	prefer_onion_version	v0.8.3	2023-05-29T11:38:24+02:00	-	2023-05-29T09:38:24Z	onion_binary_commit_date	https://github.com/libretro/tgbdual-libretro.git	master	-	Makefile	-	a6f3018e6a23030afc1873845ee54d4b2d8ec9d3	2022-08-06T13:15:29+02:00	Merge pull request #30 from zoltanvb/master	a6f3018e6a23030afc1873845ee54d4b2d8ec9d3	resolved	ref=master resolved_from=refs/remotes/origin/master
theodore	yes	O	prefer_onion_version	Git	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/Zlika/theodore.git	master	-	Makefile	-	563fb989f12c7176824b34bbc726bf24d933e86c	2022-03-02T20:33:03+01:00	PS3/PSL1GHT Makefile update	563fb989f12c7176824b34bbc726bf24d933e86c	resolved	ref=master resolved_from=refs/remotes/origin/master
tic80	yes	A	prefer_onion_version	0.80.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/TIC-80.git	master	builddir	Makefile	-DBUILD_PLAYER=OFF -DBUILD_SOKOL=OFF -DBUILD_SDL=OFF -DBUILD_DEMO_CARTS=OFF -DBUILD_LIBRETRO=ON	e7f48a30ea3e205810366aad910a2985edcd1f58	2026-04-29T01:47:35-04:00	Merge pull request #30 from warmenhoven/warmenhoven/pr/linux-aarch64	e7f48a30ea3e205810366aad910a2985edcd1f58	resolved	source_override; reason=libretro_wrapper_repo_buildable
tyrquake	yes	O	prefer_onion_version	v0.62	2022-09-02T03:34:50+02:00	2020-11-14T00:00:00Z	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/tyrquake.git	master	-	Makefile	-	89f3e032757b9b56e8d62a528a4a2472e60631aa	2022-07-25T00:48:43+02:00	Update .gitlab-ci.yml	89f3e032757b9b56e8d62a528a4a2472e60631aa	resolved	ref=master resolved_from=refs/remotes/origin/master
uw8	yes	O	prefer_onion_version	0.2.2	2023-04-02T00:30:25+02:00	-	2023-04-01T22:30:25Z	onion_binary_commit_date	https://github.com/libretro/uw8-libretro.git	main	-	Makefile	-	d7d60f5fc741d9bf22a5771f7de96a80c9fd6525	2023-04-01T14:40:57+02:00	Add UNLICENSE	d7d60f5fc741d9bf22a5771f7de96a80c9fd6525	resolved	ref=main resolved_from=refs/remotes/origin/main
uzem	yes	O	prefer_onion_version	-	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/libretro-uzem.git	master	-	Makefile	-	08e39e19167727c89fb995e3fa70dde252e6aab0	2022-04-14T07:05:25+01:00	Merge pull request #21 from phcoder/ram	08e39e19167727c89fb995e3fa70dde252e6aab0	resolved	ref=master resolved_from=refs/remotes/origin/master
vba_next	yes	O	prefer_onion_version	SVN	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/vba-next.git	master	-	Makefile.libretro	-	4191e09e2b0fcf175a15348c1fa8a12bbc6320dd	2022-04-09T08:47:19+02:00	Cleanups	4191e09e2b0fcf175a15348c1fa8a12bbc6320dd	resolved	ref=master resolved_from=refs/remotes/origin/master
vbam	yes	O	prefer_onion_version	2.1.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/vbam-libretro.git	master	src/libretro	Makefile	-	254f6effebe882b7d3d29d9e417c6aeeabc08026	2021-07-04T19:36:43+02:00	Merge pull request #105 from negativeExponent/flash_erase_ff	254f6effebe882b7d3d29d9e417c6aeeabc08026	resolved	ref=master resolved_from=refs/remotes/origin/master
vecx	yes	A	prefer_onion_version	SVN	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/libretro-vecx.git	master	-	Makefile.libretro	-	b5c17bb7fd4a704f58160bc699322a16d0643396	2022-07-28T05:36:05+02:00	Merge pull request #49 from zoltanvb/master	b5c17bb7fd4a704f58160bc699322a16d0643396	resolved	ref=master resolved_from=refs/remotes/origin/master
vemulator	yes	O	prefer_onion_version	0.1	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/vemulator-libretro.git	master	-	Makefile	-	e3466f8c4682bdcc11d0d5fba316fefd580c65ef	2022-08-06T13:05:50+02:00	Merge pull request #1 from zoltanvb/master	e3466f8c4682bdcc11d0d5fba316fefd580c65ef	resolved	ref=master resolved_from=refs/remotes/origin/master
vice_x64	yes	O	prefer_onion_version	3.5	2022-11-09T23:21:33+01:00	2022-10-22T00:00:00Z	2022-10-22T00:00:00Z	embedded_binary_date	https://github.com/libretro/vice-libretro.git	master	-	Makefile	-	5a18264beed0c498e5fcd7e362c7bda9d65a5c2a	2022-09-15T16:46:44+03:00	More Readme updates	5a18264beed0c498e5fcd7e362c7bda9d65a5c2a	resolved	ref=master resolved_from=refs/remotes/origin/master
vice_xvic	yes	O	prefer_onion_version	3.5	2022-10-26T20:58:19+02:00	2022-10-12T00:00:00Z	2022-10-12T00:00:00Z	embedded_binary_date	https://github.com/libretro/vice-libretro.git	master	-	Makefile	EMUTYPE=xvic	5a18264beed0c498e5fcd7e362c7bda9d65a5c2a	2022-09-15T16:46:44+03:00	More Readme updates	5a18264beed0c498e5fcd7e362c7bda9d65a5c2a	resolved	ref=master resolved_from=refs/remotes/origin/master
virtualjaguar	yes	O	prefer_onion_version	v2.1.0	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/virtualjaguar-libretro.git	master	-	Makefile	-	263c979be4ca757c43fb525bd6f0887998e57041	2022-03-04T11:36:35+01:00	Merge pull request #71 from crystalct/master	263c979be4ca757c43fb525bd6f0887998e57041	resolved	ref=master resolved_from=refs/remotes/origin/master
x1	yes	O	prefer_onion_version	0.60	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/xmil-libretro.git	master	libretro	Makefile.libretro	-	4cb1e4eaab37321904144d1f1a23b2830268e8df	2022-04-14T18:39:02+02:00	Cleanup	4cb1e4eaab37321904144d1f1a23b2830268e8df	resolved	ref=master resolved_from=refs/remotes/origin/master
xrick	yes	O	prefer_onion_version	1.0.0.6	2022-09-02T03:34:50+02:00	-	2022-09-02T01:34:50Z	onion_binary_commit_date	https://github.com/libretro/xrick-libretro.git	master	-	Makefile	-	7ee449e12062ea8d7ca0c945c3a4b63ca0c04268	2022-08-06T13:06:08+02:00	Merge pull request #21 from zoltanvb/master	7ee449e12062ea8d7ca0c945c3a4b63ca0c04268	resolved	ref=master resolved_from=refs/remotes/origin/master
